Order_Date,Product_Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month_Name,Day,Profit_Margin
2024-03-26,Smartphone,Electronics,West,1,328.0,46.23,2024,3,March,26,14.09451219512195
2023-08-13,Smartphone,Electronics,West,8,7776.0,498.6,2023,8,August,13,6.412037037037037
2022-05-08,Laptop,Electronics,East,4,2896.0,522.82,2022,5,May,8,18.05317679558011
2023-05-07,Tablet,Electronics,North,2,1902.0,388.83,2023,5,May,7,20.44321766561514
2022-01-29,Smartwatch,Electronics,North,7,3255.0,814.85,2022,1,January,29,25.03379416282642
2022-03-02,Keyboard,Accessories,North,3,633.0,162.4,2022,3,March,2,25.655608214849924
2023-04-11,Tablet,Electronics,East,7,6209.0,402.78,2023,4,April,11,6.487034949267192
2023-05-09,Smartwatch,Electronics,East,9,4698.0,1167.9,2023,5,May,9,24.859514687100894
2024-07-11,Smartphone,Electronics,West,8,7424.0,1878.07,2024,7,July,11,25.297279094827584
2022-01-26,Printer,Office,East,1,498.0,58.3,2022,1,January,26,11.706827309236948
2023-08-30,Headphones,Accessories,East,1,111.0,27.91,2023,8,August,30,25.144144144144143
2023-08-18,Laptop,Electronics,North,8,7520.0,1201.4,2023,8,August,18,15.976063829787234
2023-05-31,Camera,Electronics,South,1,182.0,30.97,2023,5,May,31,17.016483516483515
2022-02-18,Mouse,Accessories,West,5,5890.0,309.0,2022,2,February,18,5.246179966044143
2024-07-17,Laptop,Electronics,South,4,3244.0,357.55,2024,7,July,17,11.021886559802713
2024-04-26,Smartphone,Electronics,South,7,5229.0,1058.26,2024,4,April,26,20.238286479250334
2022-10-19,Smartwatch,Electronics,North,9,5202.0,1271.47,2022,10,October,19,24.44194540561323
2022-03-15,Keyboard,Accessories,West,3,438.0,67.43,2022,3,March,15,15.394977168949772
2023-02-14,Keyboard,Accessories,East,6,6900.0,1109.73,2023,2,February,14,16.08304347826087
2022-09-11,Tablet,Electronics,East,3,369.0,36.07,2022,9,September,11,9.775067750677508
2024-01-17,Laptop,Electronics,West,4,4140.0,1229.85,2024,1,January,17,29.70652173913043
2024-04-13,Printer,Office,South,3,1086.0,188.65,2024,4,April,13,17.37108655616943
2023-03-03,Mouse,Accessories,South,2,2134.0,269.53,2023,3,March,3,12.630271790065603
2022-06-16,Laptop,Electronics,North,6,5310.0,637.81,2022,6,June,16,12.011487758945385
2023-08-20,Headphones,Accessories,East,6,2748.0,682.8,2023,8,August,20,24.8471615720524
2024-09-18,Printer,Office,South,9,3357.0,405.61,2024,9,September,18,12.082514149538278
2023-01-28,Smartwatch,Electronics,West,9,10206.0,592.77,2023,1,January,28,5.808054085831863
2024-10-20,Smartphone,Electronics,South,6,2970.0,425.9,2024,10,October,20,14.340067340067339
2022-05-18,Mouse,Accessories,West,4,1208.0,351.47,2022,5,May,18,29.095198675496693
2024-06-19,Smartwatch,Electronics,South,3,945.0,135.59,2024,6,June,19,14.348148148148148
2022-07-06,Monitor,Accessories,East,8,7040.0,996.02,2022,7,July,6,14.148011363636364
2023-11-22,Smartphone,Electronics,West,4,3684.0,1009.1,2023,11,November,22,27.3914223669924
2024-02-23,Headphones,Accessories,East,2,1262.0,190.02,2024,2,February,23,15.05705229793978
2022-06-24,Mouse,Accessories,South,3,3504.0,807.65,2022,6,June,24,23.04937214611872
2022-12-15,Printer,Office,East,6,4464.0,1122.37,2022,12,December,15,25.142697132616487
2024-04-02,Laptop,Electronics,East,4,1324.0,227.2,2024,4,April,2,17.16012084592145
2023-07-17,Camera,Electronics,East,6,4140.0,451.27,2023,7,July,17,10.90024154589372
2024-04-03,Mouse,Accessories,West,8,2384.0,120.28,2024,4,April,3,5.045302013422819
2022-05-02,Laptop,Electronics,West,8,4624.0,1313.36,2022,5,May,2,28.40311418685121
2023-12-13,Smartwatch,Electronics,West,6,4812.0,662.54,2023,12,December,13,13.768495428096426
2022-01-18,Tablet,Electronics,North,6,5640.0,856.44,2022,1,January,18,15.185106382978725
2022-09-23,Smartwatch,Electronics,West,5,1840.0,307.09,2022,9,September,23,16.689673913043475
2024-11-01,Keyboard,Accessories,North,7,8071.0,435.51,2024,11,November,1,5.395985627555445
2022-10-25,Keyboard,Accessories,North,3,2400.0,297.07,2022,10,October,25,12.377916666666666
2023-07-01,Smartwatch,Electronics,East,6,3570.0,265.62,2023,7,July,1,7.440336134453782
2022-03-27,Laptop,Electronics,East,3,1758.0,245.92,2022,3,March,27,13.988623435722412
2023-08-06,Monitor,Accessories,North,4,3072.0,394.2,2023,8,August,6,12.83203125
2023-08-16,Mouse,Accessories,South,5,2185.0,136.1,2023,8,August,16,6.22883295194508
2023-02-03,Smartphone,Electronics,North,8,7664.0,1251.65,2023,2,February,3,16.331550104384135
2024-03-13,Headphones,Accessories,West,5,1710.0,338.1,2024,3,March,13,19.771929824561404
2024-08-17,Printer,Office,South,2,1878.0,386.28,2024,8,August,17,20.568690095846645
2023-07-22,Tablet,Electronics,South,1,569.0,141.33,2023,7,July,22,24.838312829525485
2023-04-05,Smartwatch,Electronics,West,3,1488.0,296.36,2023,4,April,5,19.916666666666668
2024-04-20,Mouse,Accessories,West,9,9918.0,1956.17,2024,4,April,20,19.723432143577334
2022-12-19,Smartwatch,Electronics,South,3,432.0,36.84,2022,12,December,19,8.527777777777779
2023-09-18,Tablet,Electronics,East,9,9828.0,1300.68,2023,9,September,18,13.234432234432237
2024-12-28,Smartwatch,Electronics,North,5,3625.0,245.52,2024,12,December,28,6.772965517241379
2022-05-17,Smartwatch,Electronics,South,3,2187.0,491.13,2022,5,May,17,22.45679012345679
2023-10-24,Monitor,Accessories,South,5,5105.0,1003.4,2023,10,October,24,19.655239960822723
2022-12-09,Headphones,Accessories,South,3,1392.0,345.78,2022,12,December,9,24.84051724137931
2022-11-07,Smartphone,Electronics,North,2,744.0,110.81,2022,11,November,7,14.893817204301078
2023-06-05,Smartwatch,Electronics,South,4,1724.0,233.21,2023,6,June,5,13.527262180974478
2023-10-26,Mouse,Accessories,West,5,1940.0,423.17,2023,10,October,26,21.812886597938146
2023-07-28,Mouse,Accessories,South,4,356.0,59.15,2023,7,July,28,16.615168539325843
2023-05-26,Monitor,Accessories,West,5,1095.0,269.87,2023,5,May,26,24.645662100456622
2022-12-07,Tablet,Electronics,North,8,4064.0,543.9,2022,12,December,7,13.383366141732283
2024-11-20,Smartwatch,Electronics,West,7,5453.0,1592.37,2024,11,November,20,29.201723821749493
2024-03-31,Monitor,Accessories,South,8,7104.0,529.35,2024,3,March,31,7.4514358108108105
2024-04-17,Keyboard,Accessories,East,9,2745.0,660.56,2024,4,April,17,24.064116575591985
2024-05-06,Camera,Electronics,North,5,1030.0,64.81,2024,5,May,6,6.292233009708738
2023-02-25,Tablet,Electronics,North,9,8973.0,471.86,2023,2,February,25,5.258664883539507
2022-12-14,Keyboard,Accessories,North,2,794.0,128.5,2022,12,December,14,16.183879093198993
2023-12-20,Printer,Office,South,6,2142.0,476.19,2023,12,December,20,22.23109243697479
2023-10-13,Headphones,Accessories,East,2,414.0,51.1,2023,10,October,13,12.342995169082126
2023-06-14,Tablet,Electronics,North,3,1416.0,220.7,2023,6,June,14,15.586158192090394
2022-04-02,Tablet,Electronics,South,3,2103.0,541.35,2022,4,April,2,25.74179743223966
2024-06-20,Camera,Electronics,West,3,861.0,173.49,2024,6,June,20,20.149825783972126
2024-05-19,Headphones,Accessories,West,3,2367.0,222.26,2024,5,May,19,9.389945078158005
2023-01-16,Tablet,Electronics,South,5,2435.0,688.82,2023,1,January,16,28.28829568788501
2023-05-07,Printer,Office,South,4,2456.0,163.61,2023,5,May,7,6.661644951140065
2023-07-01,Laptop,Electronics,East,4,3216.0,962.49,2023,7,July,1,29.928171641791046
2024-07-25,Smartwatch,Electronics,East,4,4324.0,833.11,2024,7,July,25,19.267113783533766
2023-09-27,Mouse,Accessories,South,4,2628.0,727.87,2023,9,September,27,27.696727549467276
2023-08-12,Keyboard,Accessories,West,8,8992.0,2018.64,2023,8,August,12,22.44928825622776
2024-07-24,Laptop,Electronics,West,6,360.0,22.16,2024,7,July,24,6.155555555555556
2022-07-26,Tablet,Electronics,South,3,2067.0,479.39,2022,7,July,26,23.192549588776004
2024-12-03,Mouse,Accessories,South,9,3573.0,550.44,2024,12,December,3,15.405541561712848
2023-08-15,Laptop,Electronics,South,8,1800.0,142.86,2023,8,August,15,7.9366666666666665
2023-11-28,Printer,Office,South,8,3912.0,334.1,2023,11,November,28,8.54038854805726
2022-08-03,Headphones,Accessories,North,8,5640.0,747.26,2022,8,August,3,13.249290780141843
2022-09-02,Tablet,Electronics,South,1,552.0,115.74,2022,9,September,2,20.967391304347824
2022-04-25,Mouse,Accessories,South,7,1428.0,289.65,2022,4,April,25,20.283613445378148
2022-01-12,Printer,Office,West,1,349.0,42.05,2022,1,January,12,12.048710601719197
2022-10-30,Tablet,Electronics,North,6,6402.0,1366.28,2022,10,October,30,21.341455795064043
2023-06-09,Monitor,Accessories,East,9,657.0,185.95,2023,6,June,9,28.302891933028917
2023-01-13,Mouse,Accessories,West,7,5327.0,950.7,2023,1,January,13,17.846818096489585
2024-01-27,Keyboard,Accessories,North,4,4196.0,1152.45,2024,1,January,27,27.465443279313632
2023-11-04,Laptop,Electronics,East,4,2892.0,863.47,2023,11,November,4,29.857192254495157
2024-08-07,Laptop,Electronics,West,9,2772.0,432.77,2024,8,August,7,15.612193362193361
2024-07-13,Smartwatch,Electronics,North,6,4692.0,1044.97,2024,7,July,13,22.271312872975276
2022-12-07,Mouse,Accessories,East,6,2742.0,334.48,2022,12,December,7,12.198395331874545
2023-01-16,Smartphone,Electronics,North,8,8896.0,1154.96,2023,1,January,16,12.98291366906475
2022-11-21,Mouse,Accessories,North,2,2344.0,385.19,2022,11,November,21,16.4330204778157
2022-01-26,Headphones,Accessories,South,7,4186.0,655.53,2022,1,January,26,15.660057333970375
2024-11-14,Tablet,Electronics,East,9,5238.0,1152.42,2024,11,November,14,22.00114547537228
2022-10-20,Mouse,Accessories,North,3,2982.0,452.22,2022,10,October,20,15.164989939637827
2024-05-14,Smartwatch,Electronics,West,4,2580.0,602.5,2024,5,May,14,23.352713178294575
2024-01-17,Keyboard,Accessories,West,5,2675.0,671.6,2024,1,January,17,25.106542056074765
2024-07-30,Printer,Office,East,4,2396.0,608.5,2024,7,July,30,25.396494156928213
2024-09-30,Laptop,Electronics,West,5,1600.0,242.25,2024,9,September,30,15.140625
2023-09-09,Smartwatch,Electronics,North,4,304.0,34.73,2023,9,September,9,11.424342105263156
2024-05-24,Keyboard,Accessories,East,9,2070.0,457.39,2024,5,May,24,22.096135265700482
2022-09-12,Printer,Office,North,5,1230.0,158.23,2022,9,September,12,12.864227642276422
2023-05-29,Camera,Electronics,South,6,6234.0,758.78,2023,5,May,29,12.17163939685595
2024-01-27,Headphones,Accessories,South,2,396.0,46.33,2024,1,January,27,11.699494949494948
2023-08-17,Mouse,Accessories,East,9,2349.0,244.18,2023,8,August,17,10.395061728395062
2023-07-15,Headphones,Accessories,North,9,5949.0,626.92,2023,7,July,15,10.538241721297696
2022-01-15,Printer,Office,East,7,5957.0,1433.85,2022,1,January,15,24.070001678697327
2024-12-04,Headphones,Accessories,East,3,1989.0,299.79,2024,12,December,4,15.07239819004525
2024-11-19,Mouse,Accessories,South,1,1138.0,243.36,2024,11,November,19,21.384885764499124
2022-04-15,Tablet,Electronics,West,9,3321.0,689.64,2022,4,April,15,20.766034327009937
2023-10-03,Camera,Electronics,South,4,4480.0,592.82,2023,10,October,3,13.232589285714285
2023-02-14,Smartwatch,Electronics,East,3,1533.0,440.88,2023,2,February,14,28.759295499021526
2024-02-10,Mouse,Accessories,East,1,109.0,10.35,2024,2,February,10,9.495412844036696
2024-04-07,Smartphone,Electronics,South,4,2380.0,594.86,2024,4,April,7,24.994117647058825
2022-08-22,Printer,Office,South,8,2592.0,432.37,2022,8,August,22,16.680941358024693
2023-12-08,Laptop,Electronics,East,6,5112.0,1289.47,2023,12,December,8,25.224374021909235
2023-04-02,Smartwatch,Electronics,North,8,9392.0,1753.08,2023,4,April,2,18.665672913117547
2024-10-21,Laptop,Electronics,West,2,2386.0,381.83,2024,10,October,21,16.002933780385582
2024-12-03,Smartwatch,Electronics,South,5,465.0,71.23,2024,12,December,3,15.318279569892473
2023-04-19,Smartphone,Electronics,West,2,604.0,102.52,2023,4,April,19,16.97350993377483
2022-10-02,Smartwatch,Electronics,East,2,2216.0,650.27,2022,10,October,2,29.344314079422386
2023-06-06,Mouse,Accessories,East,4,1168.0,220.22,2023,6,June,6,18.85445205479452
2022-01-26,Monitor,Accessories,South,7,4088.0,230.43,2022,1,January,26,5.636741682974559
2022-02-24,Keyboard,Accessories,West,7,2597.0,152.09,2022,2,February,24,5.856372737774356
2023-08-22,Smartwatch,Electronics,West,3,2151.0,322.03,2023,8,August,22,14.97117619711762
2024-09-08,Laptop,Electronics,East,6,462.0,71.22,2024,9,September,8,15.415584415584416
2022-10-23,Mouse,Accessories,North,7,5957.0,1077.86,2022,10,October,23,18.094007050528788
2023-12-13,Smartphone,Electronics,West,6,6978.0,2028.63,2023,12,December,13,29.07179707652623
2024-10-20,Headphones,Accessories,South,1,282.0,72.5,2024,10,October,20,25.70921985815603
2023-12-05,Camera,Electronics,East,1,157.0,27.65,2023,12,December,5,17.611464968152866
2023-07-14,Monitor,Accessories,North,8,3304.0,404.33,2023,7,July,14,12.237590799031477
2022-02-13,Headphones,Accessories,North,3,3051.0,201.26,2022,2,February,13,6.596525729269091
2024-06-16,Mouse,Accessories,East,9,8082.0,1783.55,2024,6,June,16,22.068176194011382
2024-10-14,Laptop,Electronics,West,3,510.0,110.38,2024,10,October,14,21.64313725490196
2024-04-20,Tablet,Electronics,East,8,3976.0,1170.36,2024,4,April,20,29.435613682092555
2023-12-26,Smartphone,Electronics,East,9,828.0,59.99,2023,12,December,26,7.245169082125604
2023-04-05,Headphones,Accessories,West,7,2457.0,388.11,2023,4,April,5,15.796092796092797
2023-08-02,Camera,Electronics,North,4,3924.0,298.07,2023,8,August,2,7.596075433231396
2022-11-30,Headphones,Accessories,West,2,2018.0,227.75,2022,11,November,30,11.285926660059465
2024-09-08,Monitor,Accessories,West,3,2043.0,479.9,2024,9,September,8,23.489965736661773
2024-06-07,Printer,Office,West,5,1035.0,187.12,2024,6,June,7,18.079227053140098
2023-08-12,Smartwatch,Electronics,North,6,2724.0,675.53,2023,8,August,12,24.799192364170334
2023-05-02,Camera,Electronics,East,1,1120.0,127.32,2023,5,May,2,11.367857142857142
2024-10-26,Monitor,Accessories,North,6,3438.0,631.95,2024,10,October,26,18.381326352530543
2022-09-27,Smartwatch,Electronics,West,5,3170.0,379.27,2022,9,September,27,11.964353312302839
2023-06-25,Smartwatch,Electronics,East,4,660.0,83.96,2023,6,June,25,12.721212121212119
2022-11-05,Tablet,Electronics,East,7,4669.0,1088.15,2022,11,November,5,23.305847076461774
2022-08-12,Smartwatch,Electronics,West,5,1045.0,89.0,2022,8,August,12,8.516746411483252
2022-02-27,Keyboard,Accessories,North,4,2724.0,229.47,2022,2,February,27,8.424008810572687
2023-09-14,Headphones,Accessories,West,8,5312.0,1583.0,2023,9,September,14,29.800451807228917
2024-11-23,Tablet,Electronics,West,4,4252.0,445.18,2024,11,November,23,10.469896519285042
2024-10-09,Printer,Office,East,7,8057.0,1652.27,2024,10,October,9,20.507260767034875
2023-06-20,Keyboard,Accessories,South,7,2023.0,274.25,2023,6,June,20,13.556599110232328
2024-03-16,Monitor,Accessories,South,8,9416.0,2125.54,2024,3,March,16,22.573704333050127
2023-11-27,Monitor,Accessories,East,8,7560.0,494.34,2023,11,November,27,6.538888888888889
2023-01-08,Monitor,Accessories,West,2,828.0,50.07,2023,1,January,8,6.047101449275362
2023-12-07,Mouse,Accessories,West,1,527.0,27.45,2023,12,December,7,5.208728652751423
2022-09-11,Keyboard,Accessories,North,2,1160.0,206.49,2022,9,September,11,17.800862068965518
2022-03-29,Mouse,Accessories,West,5,5430.0,310.86,2022,3,March,29,5.724861878453039
2024-01-15,Tablet,Electronics,South,7,6874.0,454.53,2024,1,January,15,6.612307244690137
2023-07-12,Printer,Office,East,8,8952.0,1825.37,2023,7,July,12,20.390638963360143
2022-06-06,Mouse,Accessories,East,8,416.0,67.81,2022,6,June,6,16.30048076923077
2023-11-18,Smartphone,Electronics,South,3,1680.0,140.27,2023,11,November,18,8.349404761904761
2022-08-27,Mouse,Accessories,South,7,4340.0,383.9,2022,8,August,27,8.845622119815667
2022-01-16,Laptop,Electronics,West,9,7650.0,2130.82,2022,1,January,16,27.85385620915033
2024-04-03,Smartwatch,Electronics,West,8,6328.0,412.76,2024,4,April,3,6.52275600505689
2022-08-19,Keyboard,Accessories,West,2,1312.0,344.0,2022,8,August,19,26.21951219512195
2022-01-21,Camera,Electronics,East,9,8055.0,2300.17,2022,1,January,21,28.555803848541277
2022-03-19,Camera,Electronics,South,2,840.0,153.61,2022,3,March,19,18.28690476190476
2023-03-16,Tablet,Electronics,South,9,9423.0,2794.89,2023,3,March,16,29.660299267749124
2023-12-30,Monitor,Accessories,North,8,6520.0,1113.12,2023,12,December,30,17.072392638036806
2022-10-20,Laptop,Electronics,North,3,1950.0,116.12,2022,10,October,20,5.954871794871795
2023-10-16,Camera,Electronics,South,6,5928.0,1177.2,2023,10,October,16,19.858299595141702
2023-07-29,Camera,Electronics,South,7,4809.0,1418.72,2023,7,July,29,29.501351632356
2023-06-04,Smartphone,Electronics,West,4,356.0,23.4,2023,6,June,4,6.573033707865168
2023-04-28,Laptop,Electronics,South,2,570.0,94.39,2023,4,April,28,16.55964912280702
2022-05-13,Monitor,Accessories,East,7,7791.0,907.96,2022,5,May,13,11.653959697086382
2024-05-10,Smartwatch,Electronics,East,4,4168.0,494.48,2024,5,May,10,11.863723608445298
2023-08-21,Tablet,Electronics,North,2,684.0,183.85,2023,8,August,21,26.878654970760234
2024-01-05,Smartphone,Electronics,East,7,3857.0,447.99,2024,1,January,5,11.614985740212601
2024-09-07,Camera,Electronics,North,5,3250.0,699.99,2024,9,September,7,21.538153846153847
2023-08-03,Printer,Office,North,6,1194.0,79.62,2023,8,August,3,6.668341708542715
2023-05-07,Laptop,Electronics,West,6,3486.0,320.91,2023,5,May,7,9.205679862306368
2022-08-05,Monitor,Accessories,West,7,1554.0,370.97,2022,8,August,5,23.871943371943374
2024-07-19,Smartwatch,Electronics,North,3,2601.0,463.36,2024,7,July,19,17.814686658977315
2022-11-15,Headphones,Accessories,West,4,3616.0,745.75,2022,11,November,15,20.623617256637168
2023-02-01,Mouse,Accessories,West,5,3350.0,986.33,2023,2,February,1,29.442686567164177
2023-12-20,Smartwatch,Electronics,South,5,2545.0,588.47,2023,12,December,20,23.122593320235758
2024-08-26,Monitor,Accessories,East,1,545.0,68.28,2024,8,August,26,12.528440366972477
2023-12-19,Mouse,Accessories,North,7,1470.0,178.85,2023,12,December,19,12.166666666666666
2023-11-30,Camera,Electronics,South,3,3126.0,870.95,2023,11,November,30,27.861484325015994
2024-12-27,Laptop,Electronics,West,3,1368.0,302.29,2024,12,December,27,22.097222222222225
2024-12-21,Headphones,Accessories,East,9,7083.0,1353.39,2024,12,December,21,19.107581533248624
2024-01-28,Printer,Office,East,2,1994.0,453.74,2024,1,January,28,22.755265797392177
2022-09-03,Camera,Electronics,North,4,4716.0,1084.16,2022,9,September,3,22.98897370653096
2024-02-29,Monitor,Accessories,South,1,975.0,125.85,2024,2,February,29,12.907692307692306
2023-04-21,Smartphone,Electronics,West,9,9891.0,1774.03,2023,4,April,21,17.935800222424426
2024-05-24,Smartwatch,Electronics,South,2,626.0,159.49,2024,5,May,24,25.477635782747605
2024-05-19,Monitor,Accessories,East,8,5632.0,1620.04,2024,5,May,19,28.764914772727273
2024-09-10,Printer,Office,West,3,2568.0,734.6,2024,9,September,10,28.605919003115265
2023-09-12,Tablet,Electronics,East,7,5285.0,629.07,2023,9,September,12,11.902932828760644
2023-11-08,Camera,Electronics,East,2,516.0,122.77,2023,11,November,8,23.79263565891473
2022-05-31,Monitor,Accessories,East,3,2139.0,503.08,2022,5,May,31,23.519401589527817
2023-01-05,Laptop,Electronics,East,9,8136.0,1923.89,2023,1,January,5,23.64663225172075
2024-10-25,Laptop,Electronics,West,5,2130.0,318.99,2024,10,October,25,14.97605633802817
2024-04-01,Headphones,Accessories,South,5,3445.0,202.15,2024,4,April,1,5.867924528301887
2024-12-16,Tablet,Electronics,East,8,5376.0,429.84,2024,12,December,16,7.9955357142857135
2023-08-05,Printer,Office,West,6,3006.0,730.14,2023,8,August,5,24.28942115768463
2022-12-31,Headphones,Accessories,North,7,3941.0,1113.85,2022,12,December,31,28.26313118497843
2023-03-10,Monitor,Accessories,North,5,3350.0,389.95,2023,3,March,10,11.640298507462687
2024-05-05,Printer,Office,South,3,2019.0,265.44,2024,5,May,5,13.147102526002971
2022-06-09,Headphones,Accessories,North,8,2416.0,403.38,2022,6,June,9,16.696192052980134
2022-05-13,Monitor,Accessories,West,8,6160.0,684.71,2022,5,May,13,11.115422077922078
2022-04-07,Printer,Office,East,4,2796.0,682.65,2022,4,April,7,24.415236051502145
2024-12-19,Smartwatch,Electronics,South,7,7700.0,1573.41,2024,12,December,19,20.433896103896103
2024-06-17,Smartwatch,Electronics,West,5,2095.0,193.93,2024,6,June,17,9.256801909307876
2024-09-25,Camera,Electronics,North,5,5990.0,1548.62,2024,9,September,25,25.853422370617697
2024-12-27,Smartwatch,Electronics,North,2,1206.0,307.02,2024,12,December,27,25.457711442786067
2024-03-15,Smartwatch,Electronics,South,5,1330.0,285.78,2024,3,March,15,21.48721804511278
2022-07-25,Camera,Electronics,West,6,2706.0,766.68,2022,7,July,25,28.33259423503326
2023-01-14,Laptop,Electronics,East,3,426.0,50.8,2023,1,January,14,11.92488262910798
2024-11-13,Tablet,Electronics,West,1,414.0,50.26,2024,11,November,13,12.140096618357488
2024-06-29,Laptop,Electronics,East,5,5465.0,546.33,2024,6,June,29,9.996889295516926
2024-05-22,Tablet,Electronics,South,3,726.0,71.06,2024,5,May,22,9.787878787878789
2022-04-30,Smartwatch,Electronics,East,1,1001.0,225.75,2022,4,April,30,22.552447552447553
2022-02-16,Mouse,Accessories,West,9,7362.0,1866.65,2022,2,February,16,25.355202390654714
2022-05-14,Keyboard,Accessories,East,4,2284.0,576.59,2022,5,May,14,25.24474605954466
2022-12-17,Tablet,Electronics,East,4,2940.0,566.36,2022,12,December,17,19.263945578231294
2023-05-16,Printer,Office,South,4,3068.0,868.89,2023,5,May,16,28.321056062581484
2024-08-07,Smartphone,Electronics,North,3,3477.0,862.21,2024,8,August,7,24.79752660339373
2024-08-04,Smartwatch,Electronics,West,9,4014.0,204.48,2024,8,August,4,5.0941704035874436
2024-08-07,Monitor,Accessories,North,8,7200.0,804.53,2024,8,August,7,11.174027777777777
2024-04-03,Smartwatch,Electronics,West,3,735.0,134.53,2024,4,April,3,18.303401360544218
2023-01-31,Monitor,Accessories,East,3,2964.0,446.54,2023,1,January,31,15.065452091767881
2022-03-25,Camera,Electronics,West,9,3699.0,276.07,2022,3,March,25,7.463368477967018
2022-05-14,Printer,Office,West,3,1563.0,221.62,2022,5,May,14,14.179142674344211
2023-07-13,Mouse,Accessories,South,2,124.0,32.27,2023,7,July,13,26.024193548387096
2023-07-03,Mouse,Accessories,North,2,416.0,71.68,2023,7,July,3,17.230769230769234
2023-03-07,Camera,Electronics,South,8,2624.0,294.24,2023,3,March,7,11.213414634146341
2024-11-04,Headphones,Accessories,East,4,1636.0,134.85,2024,11,November,4,8.242665036674817
2023-12-24,Headphones,Accessories,East,8,8200.0,1978.93,2023,12,December,24,24.13329268292683
2022-03-10,Mouse,Accessories,East,5,5615.0,715.58,2022,3,March,10,12.744078361531614
2022-09-30,Printer,Office,East,5,3085.0,413.52,2022,9,September,30,13.404213938411669
2024-12-07,Keyboard,Accessories,South,6,3198.0,913.76,2024,12,December,7,28.57285803627267
2022-02-13,Camera,Electronics,West,4,1848.0,374.66,2022,2,February,13,20.273809523809526
2023-04-11,Smartwatch,Electronics,North,4,652.0,116.06,2023,4,April,11,17.800613496932517
2022-11-22,Mouse,Accessories,South,6,2940.0,609.99,2022,11,November,22,20.74795918367347
2022-05-29,Headphones,Accessories,East,4,3912.0,454.89,2022,5,May,29,11.628067484662576
2022-10-09,Tablet,Electronics,South,8,9392.0,891.07,2022,10,October,9,9.487542589437819
2022-10-21,Monitor,Accessories,West,1,312.0,43.01,2022,10,October,21,13.78525641025641
2023-11-24,Laptop,Electronics,East,9,7731.0,1459.74,2023,11,November,24,18.88164532402018
2023-06-23,Tablet,Electronics,West,1,1081.0,229.32,2023,6,June,23,21.21369102682701
2023-08-16,Smartphone,Electronics,West,6,1926.0,393.01,2023,8,August,16,20.405503634475597
2022-07-26,Monitor,Accessories,East,3,936.0,88.51,2022,7,July,26,9.456196581196581
2024-12-29,Laptop,Electronics,South,9,8550.0,1970.98,2024,12,December,29,23.052397660818713
2023-08-24,Monitor,Accessories,North,4,2468.0,457.51,2023,8,August,24,18.53768233387358
2023-09-04,Tablet,Electronics,West,3,801.0,90.34,2023,9,September,4,11.278401997503122
2023-01-03,Laptop,Electronics,East,9,2655.0,701.11,2023,1,January,3,26.407156308851228
2023-11-30,Smartwatch,Electronics,West,8,3928.0,700.38,2023,11,November,30,17.830448065173115
2024-07-11,Monitor,Accessories,East,8,6488.0,1438.34,2024,7,July,11,22.169235511713932
2024-02-03,Headphones,Accessories,West,9,7695.0,1749.26,2024,2,February,3,22.7324236517219
2023-07-19,Headphones,Accessories,West,2,1856.0,468.19,2023,7,July,19,25.22575431034483
2022-04-14,Smartwatch,Electronics,North,7,1519.0,403.63,2022,4,April,14,26.57208689927584
2024-01-19,Tablet,Electronics,West,3,3549.0,996.05,2024,1,January,19,28.06565229642153
2024-09-12,Laptop,Electronics,East,3,1656.0,378.84,2024,9,September,12,22.8768115942029
2024-08-24,Keyboard,Accessories,North,7,812.0,175.55,2024,8,August,24,21.61945812807882
2022-12-25,Mouse,Accessories,North,5,3730.0,864.41,2022,12,December,25,23.174530831099194
2023-12-24,Monitor,Accessories,South,1,1161.0,210.87,2023,12,December,24,18.16279069767442
2022-05-18,Headphones,Accessories,North,3,2256.0,282.52,2022,5,May,18,12.523049645390069
2024-09-28,Monitor,Accessories,East,1,359.0,78.17,2024,9,September,28,21.774373259052926
2024-03-23,Headphones,Accessories,East,2,130.0,11.1,2024,3,March,23,8.538461538461538
2022-09-26,Mouse,Accessories,South,8,4248.0,831.54,2022,9,September,26,19.574858757062145
2024-10-04,Camera,Electronics,South,5,1825.0,221.47,2024,10,October,4,12.135342465753425
2024-09-25,Keyboard,Accessories,East,2,876.0,224.01,2024,9,September,25,25.571917808219176
2023-01-03,Camera,Electronics,North,9,9180.0,2752.84,2023,1,January,3,29.98736383442266
2024-03-26,Monitor,Accessories,West,5,1765.0,160.89,2024,3,March,26,9.115580736543908
2022-10-06,Monitor,Accessories,South,2,1504.0,164.51,2022,10,October,6,10.93816489361702
2022-06-30,Keyboard,Accessories,South,9,1881.0,430.78,2022,6,June,30,22.901648059542794
2022-01-16,Keyboard,Accessories,East,9,7425.0,1533.72,2022,1,January,16,20.65616161616162
2022-10-16,Tablet,Electronics,East,9,720.0,192.83,2022,10,October,16,26.781944444444445
2024-05-07,Smartphone,Electronics,West,5,2985.0,698.22,2024,5,May,7,23.390954773869346
2022-01-04,Laptop,Electronics,North,9,711.0,200.11,2022,1,January,4,28.14486638537272
2024-08-13,Printer,Office,South,6,6276.0,1396.25,2024,8,August,13,22.2474506054812
2023-01-13,Mouse,Accessories,East,7,7966.0,955.8,2023,1,January,13,11.99849359779061
2023-03-14,Headphones,Accessories,East,8,4200.0,854.89,2023,3,March,14,20.35452380952381
